Assembly	BioSample	bioproject	organism_name	infraspecific_name	contigs	Largest_contig	Total_length	GC	collection_date	country	host_species	drug_resistance
GCF_001051255.1	SAMN03338741	PRJNA224116	Mycobacterium tuberculosis	strain=MTB221/11	148	195964	4357682	65.58	2010	Malaysia	Homo sapiens	
GCF_001083085.1	SAMEA1317617	PRJNA224116	Mycobacterium tuberculosis	strain=400834	89	278089	4359908	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001083565.1	SAMEA1523381	PRJNA224116	Mycobacterium tuberculosis	strain=200541	100	526951	4360986	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001084845.1	SAMEA787748	PRJNA224116	Mycobacterium tuberculosis	strain=A70250	199	172297	4282988	65.35	2003-10-01	Uganda	Homo sapiens	
GCF_001085125.1	SAMEA1317655	PRJNA224116	Mycobacterium tuberculosis	strain=402495	100	298391	4359492	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001086825.1	SAMN03840761	PRJNA224116	Mycobacterium tuberculosis	strain=MT433	145	195988	4353979	65.53	2010-05	Thailand	Homo sapiens	
GCF_001086985.1	SAMEA1523385	PRJNA224116	Mycobacterium tuberculosis	strain=201314	73	578113	4370533	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001088225.1	SAMEA1317641	PRJNA224116	Mycobacterium tuberculosis	strain=300191	102	435481	4352640	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001088285.1	SAMEA787732	PRJNA224116	Mycobacterium tuberculosis	strain=A70490	263	141971	4266639	65.33	2005-10-01	Uganda	Homo sapiens	
GCF_001088465.1	SAMEA1317637	PRJNA224116	Mycobacterium tuberculosis	strain=401555	63	691509	4355162	65.58	2008/2014	South Africa	Homo sapiens	
GCF_001088665.1	SAMEA1523389	PRJNA224116	Mycobacterium tuberculosis	strain=200253	64	346850	4372317	65.56	2008/2014	South Africa	Homo sapiens	
GCF_001090285.1	SAMEA787717	PRJNA224116	Mycobacterium tuberculosis	strain=A70329	203	147284	4287395	65.34	2004-08-01	Uganda	Homo sapiens	
GCF_001090305.1	SAMEA1317635	PRJNA224116	Mycobacterium tuberculosis	strain=301645	74	353809	4377644	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001090405.1	SAMEA1317675	PRJNA224116	Mycobacterium tuberculosis	strain=401107	91	299992	4387454	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001091605.1	SAMEA787743	PRJNA224116	Mycobacterium tuberculosis	strain=A70011_4	194	222931	4257412	65.31	2003-10-01	Uganda	Homo sapiens	
GCF_001091965.1	SAMEA1523377	PRJNA224116	Mycobacterium tuberculosis	strain=1200782	74	292779	4355515	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001092505.1	SAMEA1317662	PRJNA224116	Mycobacterium tuberculosis	strain=300239	75	327826	4380203	65.58	2008/2014	South Africa	Homo sapiens	
GCF_001093225.1	SAMEA1317618	PRJNA224116	Mycobacterium tuberculosis	strain=400739	96	261293	4387800	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001094405.1	SAMEA1317631	PRJNA224116	Mycobacterium tuberculosis	strain=400968	94	409309	4353497	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001096245.1	SAMEA787723	PRJNA224116	Mycobacterium tuberculosis	strain=A70428	416	99639	4257593	65.24	2004-01-01	Uganda	Homo sapiens	
GCF_001096785.1	SAMEA787739	PRJNA224116	Mycobacterium tuberculosis	strain=A70555	188	132016	4245510	65.36	2004-11-01	Uganda	Homo sapiens	
GCF_001096945.1	SAMEA1317664	PRJNA224116	Mycobacterium tuberculosis	strain=402267	96	232819	4381812	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001097325.1	SAMEA1523386	PRJNA224116	Mycobacterium tuberculosis	strain=1300037	80	627142	4364282	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001097745.1	SAMEA787740	PRJNA224116	Mycobacterium tuberculosis	strain=A70582	173	167724	4246579	65.35	2004-12-01	Uganda	Homo sapiens	
GCF_001099065.1	SAMEA1523387	PRJNA224116	Mycobacterium tuberculosis	strain=1300039	78	295847	4364524	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001099745.1	SAMEA1523371	PRJNA224116	Mycobacterium tuberculosis	strain=1500108	80	295014	4374132	65.59	2008/2014	Malaysia	Homo sapiens	
GCF_001099945.1	SAMEA787731	PRJNA224116	Mycobacterium tuberculosis	strain=A70501	377	107839	4250967	65.27	2004-09-01	Uganda	Homo sapiens	
GCF_001102605.1	SAMEA1317638	PRJNA224116	Mycobacterium tuberculosis	strain=300260	94	297029	4356469	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001102685.1	SAMEA1523380	PRJNA224116	Mycobacterium tuberculosis	strain=200066	97	295598	4362496	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001102705.1	SAMEA1317627	PRJNA224116	Mycobacterium tuberculosis	strain=402542	71	496522	4357251	65.58	2008/2014	South Africa	Homo sapiens	
GCF_001103285.1	SAMEA787741	PRJNA224116	Mycobacterium tuberculosis	strain=A70596	182	184804	4293419	65.35	2004-12-01	Uganda	Homo sapiens	
GCF_001103985.1	SAMEA1523359	PRJNA224116	Mycobacterium tuberculosis	strain=1700089	89	527323	4363680	65.6	2008/2014	Thailand	Homo sapiens	
GCF_001105365.1	SAMEA968074	PRJNA224116	Mycobacterium tuberculosis	strain=B00001265	1035	24483	4065803	65.01	2000-07	Netherlands	Homo sapiens	
GCF_001105885.1	SAMEA787719	PRJNA224116	Mycobacterium tuberculosis	strain=A70136	345	120123	4271218	65.22	2004-08-01	Uganda	Homo sapiens	
GCF_001105945.1	SAMEA1523353	PRJNA224116	Mycobacterium tuberculosis	strain=1301087	95	267539	4371756	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001106545.1	SAMEA787713	PRJNA224116	Mycobacterium tuberculosis	strain=A70448	405	72788	4240436	65.26	2004-04-01	Uganda	Homo sapiens	
GCF_001107145.1	SAMEA1317657	PRJNA224116	Mycobacterium tuberculosis	strain=302434	95	298459	4362923	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001109345.1	SAMEA1317660	PRJNA224116	Mycobacterium tuberculosis	strain=402138	80	408449	4359998	65.58	2008/2014	South Africa	Homo sapiens	
GCF_001110005.1	SAMEA787716	PRJNA224116	Mycobacterium tuberculosis	strain=A70011_5	158	198912	4289625	65.38	2004-07-01	Uganda	Homo sapiens	
GCF_001111525.1	SAMEA1317665	PRJNA224116	Mycobacterium tuberculosis	strain=300798	100	526492	4354540	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001111885.1	SAMEA1523355	PRJNA224116	Mycobacterium tuberculosis	strain=200135	79	300403	4359702	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001112325.1	SAMEA1523382	PRJNA224116	Mycobacterium tuberculosis	strain=1700302	128	234536	4401579	65.58	2008/2014	Thailand	Homo sapiens	
GCF_001112865.1	SAMEA1706673	PRJNA224116	Mycobacterium tuberculosis	strain=D00000538	662	43250	4207380	65.16	2000-03	Netherlands	Homo sapiens	
GCF_001114085.1	SAMEA1523388	PRJNA224116	Mycobacterium tuberculosis	strain=1200172	77	298522	4353170	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001115905.1	SAMEA1317653	PRJNA224116	Mycobacterium tuberculosis	strain=302235	94	348024	4324368	65.61	2008/2014	South Africa	Homo sapiens	
GCF_001116025.1	SAMEA1317676	PRJNA224116	Mycobacterium tuberculosis	strain=401787	89	299927	4379096	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001116745.1	SAMEA968087	PRJNA224116	Mycobacterium tuberculosis	strain=B09601851	330	91518	4258280	65.28	1996-09	Netherlands	Homo sapiens	
GCF_001117725.1	SAMEA1317629	PRJNA224116	Mycobacterium tuberculosis	strain=401206	96	295582	4358362	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001118545.1	SAMEA787747	PRJNA224116	Mycobacterium tuberculosis	strain=A70196	297	99828	4293960	65.27	2004-04-01	Uganda	Homo sapiens	
GCF_001119505.1	SAMEA1317650	PRJNA224116	Mycobacterium tuberculosis	strain=400673	88	532646	4362417	65.61	2008/2014	South Africa	Homo sapiens	
GCF_001119665.1	SAMEA787745	PRJNA224116	Mycobacterium tuberculosis	strain=A70144_2	269	143425	4277589	65.31	2004-04-01	Uganda	Homo sapiens	
GCF_001119945.1	SAMEA787702	PRJNA224116	Mycobacterium tuberculosis	strain=A70547	156	218787	4274119	65.47	2004-11-01	Uganda	Homo sapiens	
GCF_001120965.1	SAMEA787714	PRJNA224116	Mycobacterium tuberculosis	strain=A70757	172	212785	4311907	65.4	2005-08-01	Uganda	Homo sapiens	
GCF_001121325.1	SAMEA787750	PRJNA224116	Mycobacterium tuberculosis	strain=A70144_1	286	160502	4283890	65.23	2003-11-01	Uganda	Homo sapiens	
GCF_001121545.1	SAMEA1523358	PRJNA224116	Mycobacterium tuberculosis	strain=1500176	94	368915	4401170	65.59	2008/2014	Malaysia	Homo sapiens	
GCF_001121985.1	SAMEA787712	PRJNA224116	Mycobacterium tuberculosis	strain=A70136	425	132208	4273529	65.28	2004-12-01	Uganda	Homo sapiens	
GCF_001122345.1	SAMEA1317646	PRJNA224116	Mycobacterium tuberculosis	strain=400044	95	295591	4355928	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001123765.1	SAMEA1523374	PRJNA224116	Mycobacterium tuberculosis	strain=1700938	93	257580	4378918	65.6	2008/2014	Thailand	Homo sapiens	
GCF_001123785.1	SAMEA787754	PRJNA224116	Mycobacterium tuberculosis	strain=A70376	163	182850	4325459	65.39	2004-12-01	Uganda	Homo sapiens	
GCF_001125745.1	SAMEA1317626	PRJNA224116	Mycobacterium tuberculosis	strain=400260	82	299913	4373519	65.61	2008/2014	South Africa	Homo sapiens	
GCF_001125785.1	SAMEA1317669	PRJNA224116	Mycobacterium tuberculosis	strain=402568	78	299941	4362402	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001126925.1	SAMEA787725	PRJNA224116	Mycobacterium tuberculosis	strain=A70785	156	150899	4314737	65.44	2006-11-01	Uganda	Homo sapiens	
GCF_001127945.1	SAMEA787756	PRJNA224116	Mycobacterium tuberculosis	strain=A70659	152	167628	4273233	65.42	2005-04-01	Uganda	Homo sapiens	
GCF_001128125.1	SAMEA787742	PRJNA224116	Mycobacterium tuberculosis	strain=A70170	203	192369	4239608	65.27	2003-09-01	Uganda	Homo sapiens	
GCF_001128725.1	SAMEA968216	PRJNA224116	Mycobacterium tuberculosis	strain=B09701572	225	144833	4284971	65.33	1997-07	Netherlands	Homo sapiens	
GCF_001128805.1	SAMEA1317630	PRJNA224116	Mycobacterium tuberculosis	strain=402713	89	297832	4423185	65.57	2008/2014	South Africa	Homo sapiens	
GCF_001128865.1	SAMEA1317628	PRJNA224116	Mycobacterium tuberculosis	strain=301816	102	296785	4355017	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001130685.1	SAMEA1317634	PRJNA224116	Mycobacterium tuberculosis	strain=401539	86	261250	4361059	65.61	2008/2014	South Africa	Homo sapiens	
GCF_001131705.1	SAMEA1317622	PRJNA224116	Mycobacterium tuberculosis	strain=402797	98	232439	4358889	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001131785.1	SAMEA1523376	PRJNA224116	Mycobacterium tuberculosis	strain=201127	87	578687	4365609	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001132305.1	SAMEA787710	PRJNA224116	Mycobacterium tuberculosis	strain=A70011_2	417	82694	4196147	65.17	2003-07-01	Uganda	Homo sapiens	
GCF_001133005.1	SAMEA968083	PRJNA224116	Mycobacterium tuberculosis	strain=A00400885	743	37247	4144899	65.09	2004-04	Netherlands	Homo sapiens	
GCF_001133325.1	SAMEA787746	PRJNA224116	Mycobacterium tuberculosis	strain=A70260	454	56471	4222017	65.23	2005-10-01	Uganda	Homo sapiens	
GCF_001133345.1	SAMEA1317670	PRJNA224116	Mycobacterium tuberculosis	strain=302350	104	230484	4358240	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001133985.1	SAMEA1317654	PRJNA224116	Mycobacterium tuberculosis	strain=400554	83	279663	4367537	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001134265.1	SAMEA1317619	PRJNA224116	Mycobacterium tuberculosis	strain=402629	107	295616	4358866	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001134885.1	SAMEA968161	PRJNA224116	Mycobacterium tuberculosis	strain=A09900565	519	70936	4219187	65.2	1999-03	Netherlands	Homo sapiens	
GCF_001136885.1	SAMEA1523373	PRJNA224116	Mycobacterium tuberculosis	strain=201009	95	242811	4388685	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001138485.1	SAMEA1317656	PRJNA224116	Mycobacterium tuberculosis	strain=401594	101	295584	4358034	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001140405.1	SAMEA787726	PRJNA224116	Mycobacterium tuberculosis	strain=A70763_2	147	189624	4300502	65.39	2006-04-01	Uganda	Homo sapiens	
GCF_001141505.1	SAMEA787715	PRJNA224116	Mycobacterium tuberculosis	strain=A70730	184	160183	4298144	65.35	2005-07-01	Uganda	Homo sapiens	
GCF_001141625.1	SAMEA1523357	PRJNA224116	Mycobacterium tuberculosis	strain=201150	76	393982	4359237	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001141705.1	SAMEA1523363	PRJNA224116	Mycobacterium tuberculosis	strain=1500524	96	281999	4400631	65.58	2008/2014	Malaysia	Homo sapiens	
GCF_001142645.1	SAMEA1317652	PRJNA224116	Mycobacterium tuberculosis	strain=301347	79	297642	4372322	65.61	2008/2014	South Africa	Homo sapiens	
GCF_001143165.1	SAMEA1317659	PRJNA224116	Mycobacterium tuberculosis	strain=400731	100	295612	4361248	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001143545.1	SAMEA1317623	PRJNA224116	Mycobacterium tuberculosis	strain=302174	106	293869	4356863	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001144145.1	SAMEA1317667	PRJNA224116	Mycobacterium tuberculosis	strain=300879	89	296513	4356654	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001144605.1	SAMEA1317678	PRJNA224116	Mycobacterium tuberculosis	strain=301725	109	233764	4354317	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001145765.1	SAMEA1523362	PRJNA224116	Mycobacterium tuberculosis	strain=200353	83	308648	4394906	65.58	2008/2014	South Africa	Homo sapiens	
GCF_001147025.1	SAMEA1317674	PRJNA224116	Mycobacterium tuberculosis	strain=401391	74	297225	4356657	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001147145.1	SAMEA787729	PRJNA224116	Mycobacterium tuberculosis	strain=A70762	147	186213	4308263	65.42	2005-09-01	Uganda	Homo sapiens	
GCF_001147745.1	SAMEA1317649	PRJNA224116	Mycobacterium tuberculosis	strain=400285	82	443559	4380301	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001148065.1	SAMEA787711	PRJNA224116	Mycobacterium tuberculosis	strain=A70011_1	248	151027	4224951	65.24	2003-07-01	Uganda	Homo sapiens	
GCF_001149285.1	SAMEA787706	PRJNA224116	Mycobacterium tuberculosis	strain=A70086	214	205526	4289370	65.26	2003-10-01	Uganda	Homo sapiens	
GCF_001151565.1	SAMEA1317647	PRJNA224116	Mycobacterium tuberculosis	strain=300234	112	264955	4358289	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001151685.1	SAMEA1317661	PRJNA224116	Mycobacterium tuberculosis	strain=402538	94	373579	4384188	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001152945.1	SAMEA1317621	PRJNA224116	Mycobacterium tuberculosis	strain=301092	94	319429	4361216	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001155105.1	SAMEA1523360	PRJNA224116	Mycobacterium tuberculosis	strain=201035	263	230476	4491810	65.67	2008/2014	South Africa	Homo sapiens	
GCF_001155525.1	SAMEA787708	PRJNA224116	Mycobacterium tuberculosis	strain=A70088	146	182813	4323257	65.43	2004-07-01	Uganda	Homo sapiens	
GCF_001155865.1	SAMEA1317666	PRJNA224116	Mycobacterium tuberculosis	strain=401212	83	298696	4368771	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001155985.1	SAMEA787744	PRJNA224116	Mycobacterium tuberculosis	strain=A70136	340	120312	4281577	65.24	2003-11-01	Uganda	Homo sapiens	
GCF_001156445.1	SAMEA1317663	PRJNA224116	Mycobacterium tuberculosis	strain=400491	90	233923	4358034	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001157085.1	SAMEA1317632	PRJNA224116	Mycobacterium tuberculosis	strain=301310	82	543488	4377048	65.61	2008/2014	South Africa	Homo sapiens	
GCF_001158445.1	SAMEA787709	PRJNA224116	Mycobacterium tuberculosis	strain=A70067_1	464	64907	4277617	65.22	2003-10-01	Uganda	Homo sapiens	
GCF_001159945.1	SAMEA1523378	PRJNA224116	Mycobacterium tuberculosis	strain=200105	96	292823	4389693	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001160825.1	SAMEA787724	PRJNA224116	Mycobacterium tuberculosis	strain=A70661	175	150981	4300981	65.35	2006-02-01	Uganda	Homo sapiens	
GCF_001162825.1	SAMEA1706679	PRJNA224116	Mycobacterium tuberculosis	strain=O09700920	193	178804	4242715	65.4	1997-04	Netherlands	Homo sapiens	
GCF_001163125.1	SAMEA787736	PRJNA224116	Mycobacterium tuberculosis	strain=A70280	264	108389	4283382	65.3	2003-11-01	Uganda	Homo sapiens	
GCF_001163485.1	SAMEA1317671	PRJNA224116	Mycobacterium tuberculosis	strain=401243	106	295588	4355662	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001164205.1	SAMEA968213	PRJNA224116	Mycobacterium tuberculosis	strain=I09601853	282	106271	4292967	65.32	1996-09	Netherlands	Homo sapiens	
GCF_001164225.1	SAMEA1523356	PRJNA224116	Mycobacterium tuberculosis	strain=201404	72	493312	4394028	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001165005.1	SAMEA787705	PRJNA224116	Mycobacterium tuberculosis	strain=A70011_3	183	179192	4248471	65.29	2003-10-01	Uganda	Homo sapiens	
GCF_001165085.1	SAMEA1706699	PRJNA224116	Mycobacterium tuberculosis	strain=O09801359	267	120291	4226349	65.33	1998-06	Netherlands	Homo sapiens	
GCF_001166245.1	SAMEA1317658	PRJNA224116	Mycobacterium tuberculosis	strain=402106	87	298577	4373902	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001166845.1	SAMEA1706692	PRJNA224116	Mycobacterium tuberculosis	strain=O09501089	331	78219	4230924	65.34	1995-04	Netherlands	Homo sapiens	
GCF_001166985.1	SAMEA1317648	PRJNA224116	Mycobacterium tuberculosis	strain=400541	91	300007	4357237	65.58	2008/2014	South Africa	Homo sapiens	
GCF_001167185.1	SAMEA1706704	PRJNA224116	Mycobacterium tuberculosis	strain=B00801080	826	32281	4170994	65.13	2008-06	Netherlands	Homo sapiens	
GCF_001168805.1	SAMEA1523367	PRJNA224116	Mycobacterium tuberculosis	strain=1700745	101	232988	4359425	65.6	2008/2014	Thailand	Homo sapiens	
GCF_001169425.1	SAMEA1317677	PRJNA224116	Mycobacterium tuberculosis	strain=401063	53	487942	4385550	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001169565.1	SAMEA1523383	PRJNA224116	Mycobacterium tuberculosis	strain=1500283	100	230476	4361485	65.6	2008/2014	Malaysia	Homo sapiens	
GCF_001169865.1	SAMEA968078	PRJNA224116	Mycobacterium tuberculosis	strain=B09601926	451	66675	4225585	65.2	1996-10	Netherlands	Homo sapiens	
GCF_001170265.1	SAMEA968203	PRJNA224116	Mycobacterium tuberculosis	strain=S00600351	500	64306	4237103	65.25	2006-01	Netherlands	Homo sapiens	
GCF_001170685.1	SAMEA968086	PRJNA224116	Mycobacterium tuberculosis	strain=A00500149	370	70844	4234515	65.23	2005-01	Netherlands	Homo sapiens	
GCF_001172005.1	SAMEA1523352	PRJNA224116	Mycobacterium tuberculosis	strain=1700284	109	294061	4358156	65.6	2008/2014	Thailand	Homo sapiens	
GCF_001172585.1	SAMEA787730	PRJNA224116	Mycobacterium tuberculosis	strain=A70763_1	142	211771	4315039	65.42	2005-11-01	Uganda	Homo sapiens	
GCF_001172865.1	SAMEA1317645	PRJNA224116	Mycobacterium tuberculosis	strain=402248	89	678696	4357406	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001173105.1	SAMEA1317644	PRJNA224116	Mycobacterium tuberculosis	strain=302642	101	527576	4356314	65.6	2008/2014	South Africa	Homo sapiens	
GCF_001174265.1	SAMEA1317633	PRJNA224116	Mycobacterium tuberculosis	strain=301747	100	295733	4359099	65.59	2008/2014	South Africa	Homo sapiens	
GCF_001174865.1	SAMEA1706681	PRJNA224116	Mycobacterium tuberculosis	strain=J09402203	570	47613	4222531	65.21	1994-10	Netherlands	Homo sapiens	
GCF_001183005.1	SAMN03793146	PRJNA224116	Mycobacterium tuberculosis	strain=46-5069	171	174872	4360951	65.54	2003-04-01	Thailand	Homo sapiens	
GCF_001183025.1	SAMN03793145	PRJNA224116	Mycobacterium tuberculosis	strain=CSF3053	158	184552	4368503	65.56	2003-08-19	Thailand	Homo sapiens	
GCF_001183035.1	SAMN03793151	PRJNA224116	Mycobacterium tuberculosis	strain=43-13838	174	168058	4361048	65.54	2000-08-25	Thailand	Homo sapiens	
GCF_001191715.1	SAMEA968157	PRJNA224116	Mycobacterium tuberculosis	strain=P00401210	171	131763	4288458	65.38	2004-07	Netherlands	Homo sapiens	
GCF_001191955.1	SAMEA968142	PRJNA224116	Mycobacterium tuberculosis	strain=N00200616	289	120231	4272581	65.35	2002-04	Netherlands	Homo sapiens	
GCF_001192435.1	SAMEA968179	PRJNA224116	Mycobacterium tuberculosis	strain=N00500166	323	120478	4290965	65.35	2005-01	Netherlands	Homo sapiens	
GCF_001192515.1	SAMEA968204	PRJNA224116	Mycobacterium tuberculosis	strain=R09500614	231	120211	4302083	65.31	1995-02	Netherlands	Homo sapiens	
GCF_001192575.1	SAMEA968177	PRJNA224116	Mycobacterium tuberculosis	strain=M09500081	838	61400	4172158	65.1	1994-12	Netherlands	Homo sapiens	
GCF_001193015.1	SAMEA968129	PRJNA224116	Mycobacterium tuberculosis	strain=N09901607	223	172324	4284896	65.34	1999-07	Netherlands	Homo sapiens	
GCF_001193075.1	SAMEA968190	PRJNA224116	Mycobacterium tuberculosis	strain=T09901127	245	96214	4308731	65.34	1999-06	Netherlands	Homo sapiens	
GCF_001193195.1	SAMEA1706663	PRJNA224116	Mycobacterium tuberculosis	strain=J09701231	462	62538	4240972	65.24	1997-05	Netherlands	Homo sapiens	
GCF_001193775.1	SAMEA1706686	PRJNA224116	Mycobacterium tuberculosis	strain=Q09600750	213	154938	4289370	65.35	1996-04	Netherlands	Homo sapiens	
GCF_001193955.1	SAMEA1706696	PRJNA224116	Mycobacterium tuberculosis	strain=O00401640	233	148777	4236202	65.35	2004-10	Netherlands	Homo sapiens	
GCF_001194055.1	SAMEA1706672	PRJNA224116	Mycobacterium tuberculosis	strain=J09500392	194	186512	4305005	65.38	1995-01	Netherlands	Homo sapiens	
GCF_001194425.1	SAMEA968189	PRJNA224116	Mycobacterium tuberculosis	strain=T09900518	261	123984	4308895	65.33	1999-02	Netherlands	Homo sapiens	
GCF_001194925.1	SAMEA968162	PRJNA224116	Mycobacterium tuberculosis	strain=R09401256	242	117222	4299163	65.32	1994-05	Netherlands	Homo sapiens	
GCF_001195185.1	SAMEA968144	PRJNA224116	Mycobacterium tuberculosis	strain=N00701874	256	114705	4290819	65.36	2007-11	Netherlands	Homo sapiens	
GCF_001195325.1	SAMEA968200	PRJNA224116	Mycobacterium tuberculosis	strain=T09900050	265	105470	4303437	65.33	1998-11	Netherlands	Homo sapiens	
