Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
GCF_000649435.1_Myco_tube_2543MS_V1_genomic	84	84	62	53	45	31	4409718	4409718	4349273	4284919	4139133	3665529	84	258925	4409718	65.60	109367	73451	15	26	4.54
GCF_000649455.1_Myco_tube_2541MS_V1_genomic	83	83	59	52	40	31	4411655	4411655	4343176	4288886	4075626	3758160	83	234183	4411655	65.60	115476	82097	13	24	2.27
GCF_000649475.1_Myco_tube_2089HD_V1_genomic	85	85	58	50	43	32	4401032	4401032	4332192	4277101	4157690	3757867	85	235819	4401032	65.60	116428	66556	13	25	13.63
GCF_000649495.1_Myco_tube_2088HD_V1_genomic	103	103	65	62	46	26	4397667	4397667	4303915	4282864	4007316	3245095	103	303475	4397667	65.61	100508	48645	13	28	4.55
GCF_000649515.1_Myco_tube_3499MM_V1_genomic	80	80	58	50	39	31	4397376	4397376	4343733	4287546	4091096	3802610	80	362228	4397376	65.57	134108	69196	12	23	2.27
GCF_000649535.1_Myco_tube_1755BN_V1_genomic	92	92	61	56	45	30	4394500	4394500	4316771	4283981	4094138	3490767	92	243084	4394500	65.58	106886	62899	14	27	2.28
GCF_000649555.1_Myco_tube_1430BH_V1_genomic	92	92	63	56	45	35	4419070	4419070	4356830	4307255	4145080	3791614	92	303527	4419070	65.57	98190	66490	14	27	9.05
GCF_000649575.1_Myco_tube_1429BH_V1_genomic	88	88	60	53	41	30	4417676	4417676	4359949	4312545	4132360	3721318	88	303521	4417676	65.58	127262	73931	12	24	10.55
GCF_000649595.1_Myco_tube_1173CS_V1_genomic	86	86	56	52	43	34	4385582	4385582	4302893	4269257	4088215	3770116	86	232067	4385582	65.61	106432	68485	15	27	58.56
GCF_000649615.1_Myco_tube_1010SM_V1_genomic	103	103	62	56	43	30	4406733	4406733	4313078	4270510	4044311	3545756	103	223101	4406733	65.60	106331	66490	14	27	14.84
GCF_000649635.1_Myco_bovi_Wt_21231_V1_genomic	28	28	25	23	21	20	4390429	4390429	4380756	4366784	4332282	4295838	28	549688	4390429	65.60	256495	153475	6	11	2.28
GCF_000649655.1_Myco_bovi_Bz_31150_V1_genomic	136	136	107	90	53	29	4272013	4272013	4199371	4086000	3445172	2600773	136	230113	4272013	65.54	62550	30978	21	45	15.12
GCF_000649675.1_Myco_bovi_B2_7505_V1_genomic	206	206	164	132	68	13	4174847	4174847	4069990	3822219	2745371	870326	206	100719	4174847	65.46	30071	20117	45	86	204.77
GCF_000649695.1_Myco_bovi_Wt_21419_V1_genomic	43	43	35	33	29	23	4371859	4371859	4346696	4333122	4269201	4070241	43	487998	4371859	65.59	238860	104940	7	14	14.43
GCF_000649715.1_Myco_bovi_Mr_4387_V1_genomic	50	50	39	34	31	26	4388747	4388747	4362660	4325326	4269390	4095757	50	403879	4388747	65.61	184808	99123	7	15	8.91
GCF_000649735.1_Myco_bovi_Kc_9614_V1_genomic	31	31	28	28	24	20	4376709	4376709	4369159	4369159	4297118	4121459	31	735667	4376709	65.60	197492	124418	6	12	4.57
GCF_000649755.1_Myco_tube_MD17898_V1_genomic	84	84	56	51	41	29	4385219	4385219	4314205	4279588	4103820	3654674	84	303425	4385219	65.61	126773	71084	12	24	25.59
GCF_000649775.1_Myco_tube_MD17904_V1_genomic	100	100	63	57	42	32	4362091	4362091	4266763	4227816	3954518	3617570	100	230434	4362091	65.53	116390	62812	14	27	8.21
GCF_000649795.1_Myco_tube_MD17902_V1_genomic	106	106	70	61	48	33	4428622	4428622	4346803	4283280	4073673	3530308	106	241388	4428622	65.59	93257	57996	15	30	33.58
GCF_000649815.1_Myco_tube_MD16555_V1_genomic	87	87	61	56	45	32	4385091	4385091	4317238	4280895	4088789	3621555	87	242295	4385091	65.59	106783	69332	14	27	11.29
GCF_000649835.1_Myco_tube_MD18478_V1_genomic	96	96	69	61	48	33	4421105	4421105	4357039	4301029	4095464	3584966	96	303509	4421105	65.58	99966	61847	14	29	6.79
GCF_000649855.1_Myco_tube_MD18489_V1_genomic	94	94	60	55	45	29	4377772	4377772	4286791	4255878	4088160	3488752	94	303425	4377772	65.59	126829	58586	13	26	26.09
GCF_000649875.1_Myco_tube_MD19964_V1_genomic	106	106	72	65	50	31	4374604	4374604	4298315	4254323	4021880	3311124	106	230830	4374604	65.56	92648	54251	15	31	8.80
GCF_000649895.1_Myco_tube_MD19693_V1_genomic	97	97	66	55	47	33	4427007	4427007	4356135	4273802	4147294	3629790	97	303584	4427007	65.59	106668	62221	14	28	7.73
GCF_000649915.1_Myco_tube_MD19042_V1_genomic	89	89	59	54	43	30	4391296	4391296	4318689	4282565	4105283	3632293	89	303130	4391296	65.60	123263	69379	12	25	5.42
GCF_000649935.1_Myco_tube_MD17614_V1_genomic	88	88	61	56	44	31	4377753	4377753	4311461	4280239	4080215	3610554	88	303130	4377753	65.57	106750	63567	13	26	16.10
GCF_000649955.1_Myco_tube_MD17615_V1_genomic	96	96	65	56	44	34	4430724	4430724	4359492	4293198	4096884	3726265	96	303527	4430724	65.59	104289	63299	14	28	46.25
GCF_000649975.1_Myco_tube_MD17748_V1_genomic	86	86	61	57	43	28	4388605	4388605	4322188	4293249	4052371	3495594	86	303425	4388605	65.61	126773	69532	12	25	15.81
GCF_000649995.1_Myco_tube_MD19043_V1_genomic	98	98	68	61	50	29	4374662	4374662	4298286	4245725	4063497	3284789	98	303131	4374662	65.56	99901	52089	14	29	10.52
GCF_000650015.1_Myco_tube_MD20845_V1_genomic	92	92	65	56	44	32	4406592	4406592	4341708	4278768	4091801	3627146	92	303551	4406592	65.55	106295	64447	14	27	10.94
GCF_000650035.1_Myco_tube_MD19339_V1_genomic	123	123	84	72	53	33	4394882	4394882	4315966	4235053	3937677	3211657	123	183044	4394882	65.48	82906	46788	18	35	10.33
GCF_000650055.1_Myco_tube_MD19591_V1_genomic	83	83	58	51	40	29	4387164	4387164	4329159	4278064	4097465	3712737	83	303509	4387164	65.60	135180	82478	13	23	31.30
GCF_000650075.1_Myco_tube_MD18472_V1_genomic	96	96	70	60	48	32	4414695	4414695	4354783	4281978	4085755	3509602	96	303518	4414695	65.56	97610	62148	15	29	9.51
GCF_000650095.1_Myco_tube_MD19323_V1_genomic	90	90	63	57	46	32	4381566	4381566	4313221	4271984	4081515	3561707	90	303131	4381566	65.59	99455	60442	14	28	11.87
GCF_000650115.1_Myco_tube_MD19051_V1_genomic	74	74	53	51	44	30	4396396	4396396	4336939	4323177	4199031	3620422	74	335375	4396396	65.61	115430	68357	14	25	22.06
GCF_000650135.1_Myco_tube_MD18096_V1_genomic	88	88	61	54	44	31	4388768	4388768	4321174	4273413	4104228	3619553	88	303187	4388768	65.60	106026	68983	13	26	17.45
GCF_000650155.1_Myco_tube_MD17973_V1_genomic	92	92	61	54	45	28	4385827	4385827	4309835	4259937	4115452	3464778	92	303485	4385827	65.58	106969	64667	13	25	18.35
GCF_000650175.1_Myco_tube_MD18112_V1_genomic	83	83	56	50	39	35	4410304	4410304	4336285	4293995	4125622	3971822	83	229726	4410304	65.61	115486	85095	14	25	2.27
GCF_000650195.1_Myco_tube_MD17903_V1_genomic	95	95	67	59	49	35	4429077	4429077	4360264	4308382	4152725	3677382	95	265000	4429077	65.59	103436	65861	15	29	45.49
GCF_000650215.1_Myco_tube_MD15594_V1_genomic	89	89	60	55	44	30	4390434	4390434	4316882	4286568	4088095	3551846	89	303880	4390434	65.60	106255	69308	13	26	6.83
GCF_000650235.1_Myco_tube_MD16728_V1_genomic	85	85	65	56	48	31	4423430	4423430	4380156	4322045	4203193	3601708	85	282898	4423430	65.56	104908	64076	14	27	45.28
GCF_000650255.1_Myco_tube_MD18498_V1_genomic	103	103	72	63	48	30	4401830	4401830	4333398	4272166	4033511	3366310	103	241024	4401830	65.49	104298	57303	14	29	16.67
GCF_000650275.1_Myco_tube_MD18116_V1_genomic	112	112	77	74	50	32	4328633	4328633	4237223	4219769	3794027	3115220	112	205711	4328633	65.40	81322	46264	17	35	17.30
GCF_000650295.1_Myco_tube_MD18090_V1_genomic	97	97	67	59	47	34	4422323	4422323	4360049	4302981	4124687	3658993	97	303470	4422323	65.57	97007	63413	14	28	34.21
GCF_000650315.1_Myco_tube_MD18314_V1_genomic	94	94	62	55	45	29	4391531	4391531	4313332	4263940	4097379	3503176	94	303509	4391531	65.60	127394	58562	13	26	2.28
GCF_000650335.1_Myco_tube_MD16261_V1_genomic	74	74	56	50	42	34	4399538	4399538	4346129	4304831	4163717	3867757	74	231259	4399538	65.61	115357	68651	14	26	12.96
GCF_000650355.1_Myco_tube_MD16732_V1_genomic	97	97	65	59	48	31	4391138	4391138	4316775	4274071	4090874	3430129	97	302910	4391138	65.60	99858	58369	15	29	11.39
GCF_000650375.1_Myco_tube_MD17021_V1_genomic	91	91	61	57	46	30	4376626	4376626	4302080	4276253	4090977	3519353	91	303291	4376626	65.57	106026	60443	13	26	6.90
GCF_000650395.1_Myco_tube_MD17503_V1_genomic	114	114	79	72	53	32	4350484	4350484	4259733	4211970	3868545	3102685	114	197222	4350484	65.45	77120	43938	18	36	14.92
GCF_000650415.1_Myco_tube_MD17517_V1_genomic	92	92	63	55	45	33	4418733	4418733	4350264	4293142	4131950	3690123	92	303527	4418733	65.58	97775	66409	14	28	12.22
GCF_000650435.1_Myco_tube_MD17647_V1_genomic	89	89	61	55	43	31	4386319	4386319	4313556	4273205	4054273	3598654	89	231335	4386319	65.61	106783	69532	14	26	24.90
GCF_000650455.1_Myco_tube_MD17613_V1_genomic	96	96	66	56	46	35	4426729	4426729	4357869	4285831	4123354	3708581	96	303527	4426729	65.58	104289	59134	14	29	18.07
GCF_000650475.1_Myco_tube_MD16775_V1_genomic	96	96	65	57	45	30	4429121	4429121	4363206	4303435	4130140	3566542	96	303497	4429121	65.59	104289	66500	14	26	18.40
GCF_000650495.1_Myco_tube_MD17240_V1_genomic	73	73	55	51	42	31	4393408	4393408	4340387	4310590	4155406	3737306	73	282884	4393408	65.62	116660	68211	13	24	31.39
GCF_000650515.1_Myco_tube_MD17656_V1_genomic	89	89	64	58	51	33	4434992	4434992	4372385	4330897	4213494	3642927	89	244503	4434992	65.59	104866	67247	16	28	19.14
GCF_000650535.1_Myco_tube_MD17888_V1_genomic	99	99	70	60	48	32	4421449	4421449	4356473	4286695	4118752	3532519	99	303527	4421449	65.59	103922	58365	15	29	4.52
GCF_000650555.1_Myco_tube_MD16577_V1_genomic	80	80	59	54	44	34	4381823	4381823	4327884	4289265	4132126	3783386	80	230492	4381823	65.59	119011	65335	13	26	6.85
GCF_000650575.1_Myco_tube_MD16277_V1_genomic	106	106	69	59	46	32	4422030	4422030	4343031	4268981	4082761	3582657	106	303182	4422030	65.58	103479	66490	15	28	31.25
GCF_000650595.1_Myco_tube_MD16553_V1_genomic	81	81	56	48	39	33	4413443	4413443	4349290	4294849	4147616	3934673	81	301322	4413443	65.61	127556	82445	12	23	39.11
GCF_000650615.1_Myco_tube_MD15766_V1_genomic	91	91	60	52	43	34	4426067	4426067	4354483	4298768	4169364	3855803	91	241375	4426067	65.60	106342	69693	14	26	24.06
GCF_000650635.1_Myco_tube_MD15974_V1_genomic	80	80	60	50	44	34	4429510	4429510	4380149	4309486	4223957	3879570	80	336245	4429510	65.56	110352	66490	12	25	23.66
GCF_000650655.1_Myco_tube_MD16265_V1_genomic	95	95	63	54	43	32	4425170	4425170	4358102	4293182	4137715	3734555	95	302865	4425170	65.59	116132	66103	13	26	9.04
GCF_000650675.1_Myco_tube_MD15226_V1_genomic	113	113	75	62	50	32	4423548	4423548	4338669	4245346	4055134	3369928	113	231948	4423548	65.59	93186	54547	16	32	4.52
GCF_000650695.1_Myco_tube_MD16568_V1_genomic	96	96	69	61	47	31	4361151	4361151	4292799	4236928	4002386	3391038	96	242294	4361151	65.50	99120	57120	14	29	9.17
GCF_000650715.1_Myco_tube_MD16571_V1_genomic	91	91	63	55	47	30	4378494	4378494	4312844	4252979	4116969	3498519	91	303131	4378494	65.58	99901	61872	13	27	11.10
GCF_000650735.1_Myco_tube_MD17006_V1_genomic	118	118	85	71	54	30	4376308	4376308	4293065	4201605	3899732	3041175	118	229424	4376308	65.61	82467	38545	17	36	84.50
GCF_000650755.1_Myco_tube_MD15430_V1_genomic	74	74	50	47	39	30	4387129	4387129	4324653	4304198	4169291	3840699	74	232819	4387129	65.61	129974	82056	13	23	11.40
GCF_000650775.1_Myco_tube_MD17232_V1_genomic	87	87	57	53	42	29	4387848	4387848	4312360	4284617	4096398	3598061	87	303425	4387848	65.60	122393	69532	12	24	16.59
GCF_000650795.1_Myco_tube_MD15956_V1_genomic	102	102	69	60	49	33	4415676	4415676	4342647	4282379	4118135	3526100	102	303608	4415676	65.56	87612	62221	15	30	19.02
GCF_000650815.1_Myco_tube_MD15977_V1_genomic	74	74	52	50	41	31	4401242	4401242	4336839	4324489	4167573	3796236	74	232723	4401242	65.61	127552	79939	14	24	22.97
GCF_000650835.1_Myco_tube_MD15770_V1_genomic	91	91	61	55	44	30	4360309	4360309	4288738	4246991	4049446	3517804	91	302412	4360309	65.55	125607	64325	12	26	3.55
GCF_000650855.1_Myco_tube_MD15963_V1_genomic	95	95	71	59	47	34	4395068	4395068	4330019	4247504	4042339	3603682	95	231699	4395068	65.60	99292	64163	16	29	68.17
GCF_000650875.1_Myco_tube_MD15855_V1_genomic	85	85	58	54	43	31	4384623	4384623	4316266	4291058	4098783	3667797	85	303187	4384623	65.59	107660	64840	13	25	7.07
GCF_000650895.1_Myco_tube_MD16257_V1_genomic	86	86	61	56	46	33	4385693	4385693	4320275	4285753	4112094	3640375	86	303130	4385693	65.60	106026	64384	14	28	28.36
GCF_000650915.1_Myco_tube_MD14620_V1_genomic	90	90	62	55	43	29	4379435	4379435	4310141	4259609	4042424	3545621	90	303425	4379435	65.60	126921	66493	12	25	11.30
GCF_000650935.1_Myco_tube_MD14844_V1_genomic	98	98	68	59	48	32	4431458	4431458	4366307	4307279	4143852	3555725	98	303528	4431458	65.59	101461	63921	14	28	27.76
GCF_000650955.1_Myco_tube_MD14847_V1_genomic	89	89	61	58	43	29	4417888	4417888	4349863	4329366	4066543	3566634	89	267699	4417888	65.57	128503	64048	12	25	8.04
GCF_000650975.1_Myco_tube_MD15050_V1_genomic	92	92	60	52	42	30	4380054	4380054	4305054	4248932	4091899	3648468	92	303120	4380054	65.61	113702	69532	12	25	31.37
GCF_000650995.1_Myco_tube_MD13874_V1_genomic	98	98	66	56	44	33	4427499	4427499	4358706	4289062	4108160	3691012	98	231948	4427499	65.58	106668	66490	14	27	14.03
GCF_000651015.1_Myco_tube_MD14621_V1_genomic	99	99	69	61	48	31	4413723	4413723	4334753	4279594	4060913	3433393	99	302947	4413723	65.57	96949	58932	15	29	4.53
GCF_000651035.1_Myco_tube_MD14832_V1_genomic	83	83	61	55	46	30	4392365	4392365	4338666	4299322	4158133	3573487	83	242286	4392365	65.61	102394	66493	13	26	4.55
GCF_000651055.1_Myco_tube_MD15973_V1_genomic	92	92	60	57	44	31	4409145	4409145	4332186	4307989	4076955	3635511	92	231395	4409145	65.57	117887	63729	14	26	4.54
GCF_000651075.1_Myco_tube_MD13878_V1_genomic	97	97	60	53	46	30	4395159	4395159	4295694	4242784	4129575	3586868	97	230246	4395159	65.60	114957	67247	15	26	6.83
GCF_000651095.1_Myco_tube_MD14002_V1_genomic	100	100	67	59	48	31	4425297	4425297	4351591	4295760	4126091	3503643	100	303701	4425297	65.59	103426	59116	14	28	16.65
GCF_000651115.1_Myco_tube_MD14435_V1_genomic	99	99	62	58	49	31	4421396	4421396	4328864	4299786	4155363	3519787	99	241267	4421396	65.58	106493	61219	14	28	27.82
GCF_000651135.1_Myco_tube_MD14709_V1_genomic	90	90	61	56	44	31	4382272	4382272	4301374	4263931	4048321	3536077	90	231332	4382272	65.58	106026	63315	14	27	15.17
GCF_000651155.1_Myco_tube_MD15597_V1_genomic	106	106	64	56	44	31	4395036	4395036	4295726	4241377	4020407	3560389	106	303098	4395036	65.60	109001	58369	13	27	9.92
GCF_000651175.1_Myco_tube_MD14720_V1_genomic	99	99	65	56	44	33	4430993	4430993	4356596	4295273	4111929	3710609	99	231929	4430993	65.59	104289	66542	15	27	29.36
GCF_000651195.1_Myco_tube_MD15212_V1_genomic	85	85	55	53	44	30	4396450	4396450	4308983	4295677	4128918	3576657	85	303167	4396450	65.61	115340	63695	13	26	10.69
GCF_000651215.1_Myco_tube_MD14437_V1_genomic	98	98	58	53	43	32	4407837	4407837	4321605	4288417	4110276	3669977	98	230537	4407837	65.61	106448	66589	14	27	19.31
GCF_000651235.1_Myco_tube_MD16573_V1_genomic	96	96	64	56	46	33	4422489	4422489	4350345	4294719	4144522	3661199	96	303527	4422489	65.59	99556	63413	14	28	20.96
GCF_000651255.1_Myco_tube_MD15584_V1_genomic	93	93	64	55	45	34	4426270	4426270	4355793	4295652	4143689	3736424	93	303500	4426270	65.60	104289	66490	14	27	21.87
GCF_000651275.1_Myco_tube_MD15758_V1_genomic	94	94	64	56	44	29	4390837	4390837	4317035	4266010	4064287	3517387	94	303125	4390837	65.59	109457	63342	13	26	44.68
GCF_000651295.1_Myco_tube_MD15765_V1_genomic	109	109	69	58	46	33	4429922	4429922	4346819	4272108	4088151	3619201	109	303527	4429922	65.59	99966	61900	14	28	4.51
GCF_000651315.1_Myco_tube_MD15762_V1_genomic	96	96	65	55	44	30	4425047	4425047	4353009	4284420	4116764	3594719	96	303527	4425047	65.60	104908	66103	13	26	14.71
GCF_000651335.1_Myco_tube_TKK_03_0012_V1_genomic	6	6	3	2	2	2	4416296	4416296	4411518	4404042	4404042	4404042	6	3939551	4416296	65.60	3939551	3939551	1	1	455.04
GCF_000651355.1_Myco_tube_TKK_03_0015_V1_genomic	8	8	5	3	3	3	4416193	4416193	4412776	4401935	4401935	4401935	8	3742840	4416193	65.58	3742840	3742840	1	1	470.31
GCF_000651375.1_Myco_tube_TKK_03_0021_V1_genomic	5	5	4	2	2	2	4421552	4421552	4416818	4404904	4404904	4404904	5	3944015	4421552	65.62	3944015	3944015	1	1	376.95
GCF_000651395.1_Myco_tube_TKK_03_0023_V1_genomic	6	6	3	2	2	2	4418499	4418499	4414302	4408626	4408626	4408626	6	3944742	4418499	65.60	3944742	3944742	1	1	118.57
GCF_000651415.1_Myco_tube_TKK_03_0024_V1_genomic	8	8	6	4	4	4	4426629	4426629	4423842	4411137	4411137	4411137	8	2818306	4426629	65.60	2818306	939148	1	2	532.59
GCF_000651435.1_Myco_tube_TKK_03_0028_V1_genomic	5	5	3	3	3	3	4404560	4404560	4401658	4401658	4401658	4401658	5	3361027	4404560	65.60	3361027	3361027	1	1	243.32
GCF_000651455.1_Myco_tube_TKK_03_0035_V1_genomic	4	4	2	2	2	2	4421214	4421214	4418050	4418050	4418050	4418050	4	3941308	4421214	65.59	3941308	3941308	1	1	330.29
GCF_000651475.1_Myco_tube_TKK_03_0037_V1_genomic	6	6	2	2	2	2	4420564	4420564	4410577	4410577	4410577	4410577	6	3950166	4420564	65.60	3950166	3950166	1	1	390.83
GCF_000651495.1_Myco_tube_TKK_03_0038_V1_genomic	9	9	5	2	2	2	4430496	4430496	4419491	4398772	4398772	4398772	9	3934620	4430496	65.60	3934620	3934620	1	1	298.61
GCF_000651515.1_Myco_tube_TKK_03_0039_V1_genomic	4	4	2	2	2	2	4409564	4409564	4406664	4406664	4406664	4406664	4	3938511	4409564	65.59	3938511	3938511	1	1	239.03
GCF_000651535.1_Myco_tube_TKK_03_0040_V1_genomic	5	5	1	1	1	1	4421561	4421561	4412357	4412357	4412357	4412357	5	4412357	4421561	65.62	4412357	4412357	1	1	332.71
GCF_000651555.1_Myco_tube_TKK_03_0042_V1_genomic	2	2	2	2	2	2	4409041	4409041	4409041	4409041	4409041	4409041	2	3741629	4409041	65.61	3741629	3741629	1	1	246.24
GCF_000651575.1_Myco_tube_TKK_03_0044_V1_genomic	4	4	4	3	3	3	4394481	4394481	4394481	4385919	4385919	4385919	4	3740567	4394481	65.60	3740567	3740567	1	1	197.82
GCF_000651595.1_Myco_tube_TKK_03_0047_V1_genomic	11	11	6	5	5	5	4425068	4425068	4413674	4405932	4405932	4405932	11	1903887	4425068	65.58	1609527	1609527	2	2	610.21
GCF_000651615.1_Myco_tube_TKK_03_0050_V1_genomic	7	7	4	4	4	4	4424218	4424218	4420273	4420273	4420273	4420273	7	2470077	4424218	65.60	2470077	1150845	1	2	155.01
GCF_000651635.1_Myco_tube_TKK_03_0058_V1_genomic	6	6	3	2	2	2	4400581	4400581	4395739	4386682	4386682	4386682	6	3918098	4400581	65.59	3918098	3918098	1	1	112.33
GCF_000651655.1_Myco_tube_TKK_03_0059_V1_genomic	4	4	3	2	2	2	4414779	4414779	4413753	4407234	4407234	4407234	4	3947435	4414779	65.60	3947435	3947435	1	1	112.55
GCF_000651675.1_Myco_tube_TKK_03_0062_V1_genomic	8	8	4	2	2	2	4427315	4427315	4416229	4400907	4400907	4400907	8	3936747	4427315	65.59	3936747	3936747	1	1	319.95
GCF_000651695.1_Myco_tube_TKK_03_0063_V1_genomic	4	4	2	2	2	2	4416588	4416588	4413679	4413679	4413679	4413679	4	2361642	4416588	65.60	2361642	2052037	1	2	261.02
GCF_000651715.1_Myco_tube_TKK_03_0064_V1_genomic	81	81	58	52	42	31	4407994	4407994	4343148	4302989	4138683	3755551	81	303455	4407994	65.59	127555	67287	13	25	4.54
GCF_000651735.1_Myco_tube_TKK_03_0065_V1_genomic	5	5	2	2	2	2	4399338	4399338	4391820	4391820	4391820	4391820	5	3717668	4399338	65.60	3717668	3717668	1	1	111.08
GCF_000651755.1_Myco_tube_TKK_03_0072_V1_genomic	5	5	3	2	2	2	4402452	4402452	4399478	4391237	4391237	4391237	5	3912797	4402452	65.59	3912797	3912797	1	1	283.36
GCF_000651775.1_Myco_tube_TKK_03_0075_V1_genomic	5	5	2	2	2	2	4424050	4424050	4417686	4417686	4417686	4417686	5	3732897	4424050	65.60	3732897	3732897	1	1	593.17
GCF_000651795.1_Myco_tube_TKK_03_0083_V1_genomic	4	4	2	2	2	2	4405924	4405924	4402926	4402926	4402926	4402926	4	3922361	4405924	65.59	3922361	3922361	1	1	283.87
GCF_000651815.1_Myco_tube_TKK_03_0089_V1_genomic	4	4	3	3	3	3	4369162	4369162	4368127	4368127	4368127	4368127	4	3732987	4369162	65.62	3732987	3732987	1	1	175.02
GCF_000651835.1_Myco_tube_TKK_03_0090_V1_genomic	5	5	4	4	3	3	4423523	4423523	4421691	4421691	4410302	4410302	5	3738796	4423523	65.59	3738796	3738796	1	1	807.43
GCF_000651855.1_Myco_tube_TKK_03_0092_V1_genomic	3	3	3	3	3	3	4419169	4419169	4419169	4419169	4419169	4419169	3	3752959	4419169	65.60	3752959	3752959	1	1	258.53
GCF_000651875.1_Myco_tube_TKK_03_0094_V1_genomic	3	3	2	2	2	2	4411408	4411408	4408893	4408893	4408893	4408893	3	3926382	4411408	65.61	3926382	3926382	1	1	331.25
GCF_000651895.1_Myco_tube_TKK_03_0096_V1_genomic	15	15	11	8	8	8	4457490	4457490	4445450	4420872	4420872	4420872	15	1500156	4457490	65.60	930389	461948	2	4	952.08
GCF_000651915.1_Myco_tube_TKK_03_0098_V1_genomic	5	5	3	2	2	2	4401123	4401123	4398611	4392674	4392674	4392674	5	3923913	4401123	65.58	3923913	3923913	1	1	131.85
GCF_000651935.1_Myco_tube_TKK_03_0099_V1_genomic	5	5	2	2	2	2	4400853	4400853	4396909	4396909	4396909	4396909	5	2636373	4400853	65.60	2636373	1760536	1	2	8.86
GCF_000651955.1_Myco_tube_TKK_03_0100_V1_genomic	5	5	4	3	3	3	4416255	4416255	4415185	4408163	4408163	4408163	5	3745328	4416255	65.59	3745328	3745328	1	1	380.78
GCF_000651975.1_Myco_tube_TKK_03_0101_V1_genomic	6	6	2	2	2	2	4442427	4442427	4433761	4433761	4433761	4433761	6	3957085	4442427	65.61	3957085	3957085	1	1	818.16
GCF_000651995.1_Myco_tube_TKK_03_0103_V1_genomic	7	7	4	2	2	2	4418999	4418999	4413044	4397147	4397147	4397147	7	3928183	4418999	65.60	3928183	3928183	1	1	243.88
GCF_000652015.1_Myco_tube_TKK_03_0105_V1_genomic	31	31	22	22	19	18	4410151	4410151	4394295	4394295	4340055	4310621	31	825573	4410151	65.59	336273	190845	5	9	296.27
GCF_000652035.1_Myco_tube_TKK_03_0106_V1_genomic	7	7	3	2	2	2	4427024	4427024	4417036	4410341	4410341	4410341	7	3930522	4427024	65.62	3930522	3930522	1	1	284.10
GCF_000652055.1_Myco_tube_TKK_03_0108_V1_genomic	57	57	44	39	36	29	4396993	4396993	4366020	4328265	4274545	4041481	57	346144	4396993	65.60	186855	83244	10	19	2.27
GCF_000652075.1_Myco_tube_TKK_03_0109_V1_genomic	4	4	2	2	2	2	4404952	4404952	4402075	4402075	4402075	4402075	4	2795162	4404952	65.60	2795162	1606913	1	2	187.68
GCF_000652095.1_Myco_tube_TKK_03_0111_V1_genomic	3	3	2	2	2	2	4408737	4408737	4406905	4406905	4406905	4406905	3	3725253	4408737	65.59	3725253	3725253	1	1	356.70
GCF_000652115.1_Myco_tube_TKK_03_0112_V1_genomic	5	5	2	2	2	2	4405925	4405925	4401703	4401703	4401703	4401703	5	3939171	4405925	65.59	3939171	3939171	1	1	238.41
GCF_000652135.1_Myco_tube_TKK_03_0113_V1_genomic	17	17	13	12	12	11	4421097	4421097	4410181	4403658	4403658	4372341	17	828332	4421097	65.49	415531	334152	4	8	2058.13
GCF_000652155.1_Myco_tube_TKK_03_0114_V1_genomic	5	5	4	3	3	3	4413015	4413015	4411849	4406419	4406419	4406419	5	3735107	4413015	65.59	3735107	3735107	1	1	522.07
