genome.genome_id	genome_drug.antibiotic	genome_drug.computational_method	genome_drug.evidence	genome_drug.laboratory_typing_method	genome_drug.laboratory_typing_method_version	genome_drug.laboratory_typing_platform	genome_drug.measurement	genome_drug.measurement_sign	genome_drug.measurement_unit	genome_drug.measurement_value	genome_drug.resistant_phenotype	genome_drug.source	genome_drug.taxon_id	genome_drug.testing_standard	genome_drug.testing_standard_year
1400873.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400873		
1400873.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400873		
1400873.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400873		
1400873.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400873		
1400873.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Resistant		1400873		
1400873.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400873		
1400873.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400873		
1400873.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400873		
1400873.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Resistant		1400873		
1400873.3	isoniazid		Laboratory Method	Broth dilution			>4	>	mg/L	4			1400873		
1400873.3	moxifloxacin		Laboratory Method	Broth dilution			4		mg/L	4			1400873		
1400873.3	amikacin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1400873		
1400873.3	kanamycin		Laboratory Method	Broth dilution			>40	>	mg/L	40			1400873		
1400873.3	ethionamide		Laboratory Method	Broth dilution			40		mg/L	40			1400873		
1400873.3	ethambutol		Laboratory Method	Broth dilution			8		mg/L	8			1400873		
1400874.3	kanamycin		Laboratory Method	Broth dilution			>40	>	mg/L	40			1400874		
1400874.3	isoniazid		Laboratory Method	Broth dilution			4		mg/L	4			1400874		
1400874.3	rifabutin		Laboratory Method	Broth dilution			8		mg/L	8			1400874		
1400874.3	cycloserine		Laboratory Method	Broth dilution			8		mg/L	8			1400874		
1400874.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1400874		
1400874.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1400874		
1400874.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Resistant		1400874		
1400874.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Resistant		1400874		
1400874.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Resistant		1400874		
1400874.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Resistant		1400874		
1400874.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Resistant		1400874		
1400874.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Resistant		1400874		
1400874.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Resistant		1400874		
1400874.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Resistant		1400874		
1400874.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Resistant		1400874		
1400874.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Resistant		1400874		
1400874.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400874		
1400874.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400874		
1400874.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400874		
1400874.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Resistant		1400874		
1400874.3	amikacin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1400874		
1400874.3	moxifloxacin		Laboratory Method	Broth dilution			>8	>	mg/L	8			1400874		
1400874.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			32		mg/L	32			1400874		
1400874.3	ethambutol		Laboratory Method	Broth dilution			4		mg/L	4			1400874		
1400874.3	streptomycin		Laboratory Method	Broth dilution			>32	>	mg/L	32			1400874		
1400874.3	ofloxacin		Laboratory Method	Broth dilution			32		mg/L	32			1400874		
1400874.3	rifampin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1400874		
1400874.3	ethionamide		Laboratory Method	Broth dilution			20		mg/L	20			1400874		
1400875.3	ofloxacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400875		
1400875.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400875		
1400875.3	isoniazid		Laboratory Method	Broth dilution			2		mg/L	2			1400875		
1400875.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400875		
1400875.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400875		
1400875.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400875		
1400875.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Resistant		1400875		
1400875.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Resistant		1400875		
1400875.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400875		
1400875.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400875		
1400875.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400875		
1400875.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400875		
1400875.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400875		
1400875.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400875		
1400875.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Resistant		1400875		
1400875.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400875		
1400875.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400875		
1400875.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400875		
1400875.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Resistant		1400875		
1400875.3	moxifloxacin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400875		
1400875.3	ethambutol		Laboratory Method	Broth dilution			2		mg/L	2			1400875		
1400875.3	streptomycin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400875		
1400875.3	kanamycin		Laboratory Method	Broth dilution			>40	>	mg/L	40			1400875		
1400875.3	ethionamide		Laboratory Method	Broth dilution			2.5		mg/L	2.5			1400875		
1400875.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400875		
1400875.3	rifampin		Laboratory Method	Broth dilution			4		mg/L	4			1400875		
1400875.3	amikacin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1400875		
1400875.3	cycloserine		Laboratory Method	Broth dilution			8		mg/L	8			1400875		
1417009.3	kanamycin		Laboratory Method	Broth dilution			>40	>	mg/L	40			1417009		
1417009.3	rifabutin		Laboratory Method	Broth dilution			1		mg/L	1			1417009		
1417009.3	rifampin		Laboratory Method	Broth dilution			8		mg/L	8			1417009		
1417009.3	ethambutol		Laboratory Method	Broth dilution			8		mg/L	8			1417009		
1417009.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			64		mg/L	64			1417009		
1417009.3	ethionamide		Laboratory Method	Broth dilution			>40	>	mg/L	40			1417009		
1417009.3	ofloxacin		Laboratory Method	Broth dilution			4		mg/L	4			1417009		
1417009.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1417009		
1417009.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1417009		
1417009.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Resistant		1417009		
1417009.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Resistant		1417009		
1417009.3	moxifloxacin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1417009		
1417009.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Resistant		1417009		
1417009.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1417009		
1417009.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417009		
1417009.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417009		
1417009.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417009		
1417009.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Resistant		1417009		
1417009.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1417009		
1417009.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Resistant		1417009		
1417009.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417009		
1417009.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417009		
1417009.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417009		
1417009.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Resistant		1417009		
1417009.3	isoniazid		Laboratory Method	Broth dilution			>4	>	mg/L	4			1417009		
1417009.3	streptomycin		Laboratory Method	Broth dilution			1		mg/L	1			1417009		
1417009.3	moxifloxacin		Laboratory Method	Broth dilution			2		mg/L	2			1417009		
1417009.3	amikacin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1417009		
1417009.3	cycloserine		Laboratory Method	Broth dilution			16		mg/L	16			1417009		
1400877.3	ethionamide		Laboratory Method	Broth dilution			0.3		mg/L	0.3			1400877		
1400877.3	rifabutin		Laboratory Method	Broth dilution			8		mg/L	8			1400877		
1400877.3	rifampin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1400877		
1400877.3	amikacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400877		
1400877.3	ofloxacin		Laboratory Method	Broth dilution			4		mg/L	4			1400877		
1400877.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400877		
1400877.3	isoniazid		Laboratory Method	Broth dilution			4		mg/L	4			1400877		
1400877.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1400877		
1400877.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1400877		
1400877.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Resistant		1400877		
1400877.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Resistant		1400877		
1400877.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Resistant		1400877		
1400877.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Resistant		1400877		
1400877.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400877		
1400877.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400877		
1400877.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Resistant		1400877		
1400877.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400877		
1400877.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400877		
1400877.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400877		
1400877.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400877		
1400877.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400877		
1400877.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400877		
1400877.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Resistant		1400877		
1400877.3	cycloserine		Laboratory Method	Broth dilution			4		mg/L	4			1400877		
1400877.3	ethambutol		Laboratory Method	Broth dilution			8		mg/L	8			1400877		
1400877.3	streptomycin		Laboratory Method	Broth dilution			>32	>	mg/L	32			1400877		
1400877.3	moxifloxacin		Laboratory Method	Broth dilution			4		mg/L	4			1400877		
1400877.3	kanamycin		Laboratory Method	Broth dilution			0.6		mg/L	0.6			1400877		
1417010.3	rifampin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1417010		
1417010.3	cycloserine		Laboratory Method	Broth dilution			16		mg/L	16			1417010		
1417010.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			8		mg/L	8			1417010		
1417010.3	isoniazid		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1417010		
1417010.3	ofloxacin		Laboratory Method	Broth dilution			32		mg/L	32			1417010		
1417010.3	amikacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1417010		
1417010.3	kanamycin		Laboratory Method	Broth dilution			2.5		mg/L	2.5			1417010		
1417010.3	moxifloxacin		Laboratory Method	Broth dilution			>8	>	mg/L	8			1417010		
1417010.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1417010		
1417010.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1417010		
1417010.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1417010		
1417010.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Resistant		1417010		
1417010.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1417010		
1417010.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1417010		
1417010.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Resistant		1417010		
1417010.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Resistant		1417010		
1417010.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417010		
1417010.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Resistant		1417010		
1417010.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Resistant		1417010		
1417010.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1417010		
1417010.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417010		
1417010.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1417010		
1417010.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417010		
1417010.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Resistant		1417010		
1417010.3	streptomycin		Laboratory Method	Broth dilution			1		mg/L	1			1417010		
1417010.3	ethambutol		Laboratory Method	Broth dilution			8		mg/L	8			1417010		
1417010.3	ethionamide		Laboratory Method	Broth dilution			2.5		mg/L	2.5			1417010		
1417010.3	rifabutin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1417010		
1400879.3	rifabutin		Laboratory Method	Broth dilution			16		mg/L	16			1400879		
1400879.3	kanamycin		Laboratory Method	Broth dilution			2.5		mg/L	2.5			1400879		
1400879.3	cycloserine		Laboratory Method	Broth dilution			16		mg/L	16			1400879		
1400879.3	ofloxacin		Laboratory Method	Broth dilution			2		mg/L	2			1400879		
1400879.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1400879		
1400879.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1400879		
1400879.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Resistant		1400879		
1400879.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Resistant		1400879		
1400879.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Resistant		1400879		
1400879.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400879		
1400879.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400879		
1400879.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400879		
1400879.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400879		
1400879.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Resistant		1400879		
1400879.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400879		
1400879.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400879		
1400879.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400879		
1400879.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400879		
1400879.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400879		
1400879.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Resistant		1400879		
1400879.3	ethambutol		Laboratory Method	Broth dilution			4		mg/L	4			1400879		
1400879.3	ethionamide		Laboratory Method	Broth dilution			2.5		mg/L	2.5			1400879		
1400879.3	moxifloxacin		Laboratory Method	Broth dilution			8		mg/L	8			1400879		
1400879.3	isoniazid		Laboratory Method	Broth dilution			4		mg/L	4			1400879		
1400879.3	rifampin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1400879		
1400879.3	streptomycin		Laboratory Method	Broth dilution			2		mg/L	2			1400879		
1400879.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			4		mg/L	4			1400879		
1400879.3	amikacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400879		
1400880.3	streptomycin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400880		
1400880.3	ethionamide		Laboratory Method	Broth dilution			10		mg/L	10			1400880		
1400880.3	amikacin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1400880		
1400880.3	ethambutol		Laboratory Method	Broth dilution			2		mg/L	2			1400880		
1400880.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			2		mg/L	2			1400880		
1400880.3	kanamycin		Laboratory Method	Broth dilution			>40	>	mg/L	40			1400880		
1400880.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1400880		
1400880.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1400880		
